KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
EVENT_DEADRAT_REW6_F,,,,,,"{catname} apre la bocca e ingoia il ratto in un boccone! Comincia però a sentirsi un po' strana...

{catname} emette un miagolio sbigottito mentre il suo corpo muta in una nuova forma!",,,
EVENT_DEADRAT_REW6_N,"{catname} opens their mouth and swallows the rat whole! They start to feel a little funny...

{catname} lets out a startled meow as their body mutates into a new shape!",,"¡{catname} abre la boca y se traga la rata entera! Empieza a tener una sensación extraña...

{catname} suelta un maullido de sobresalto ¡y su cuerpo muta y adopta una nueva forma!",,"{catname} öffnet den Mund, schluckt die Ratte im Ganzen herunter und fühlt sich auf einmal ganz komisch&nbsp;…

{catname} miaut überrascht, mutiert und nimmt plötzlich eine neue Form an!","{catname} apre la bocca e ingoia il ratto in un boccone! Comincia però ad avvertire una strana sensazione...

{catname} emette un miagolio sbigottito mentre il suo corpo muta in una nuova forma!","{catname} abre a boca e engole o rato inteiro, mas começa a sentir algo estranho...

{catname} solta um miado assustado enquanto seu corpo se transforma em uma nova forma!","{catname} 张开嘴，一口吞下了整只老鼠！他们开始感到有些奇怪…

{catname} 发出惊讶的喵叫声，自己的身体变形了！","{catname}は口を開けてネズミを丸ごと飲み込みます！少し変な感じがし始めます...

{catname}は驚いたように「ニャー」と鳴き、体が新しい形に変異します！"
EVENT_DEADRAT_REW7,"{catname} rashly devours the dead rat without hesitation...

{He} starts to get sick and feels weak!
",,"¡{catname} devora la rata muerta de forma apresurada y sin vacilar!

Empieza a encontrarse mal y se siente débil...
","{catname} dévore le rat en toute hâte sans hésiter...

{He} commence à tomber malade et à se sentir faible...","{catname} verschlingt die tote Ratte ohne zu zögern&nbsp;…

{He} bekommt Bauchschmerzen und fühlt sich ganz schwach!
","{catname} divora precipitosamente il ratto morto senza esitare...

Comincia a sentirsi male e debole!",,"{catname} 鲁莽地无视犹豫，吞下了死老鼠…

{He} 开始生病，感到虚弱！","{catname} はためらうことなく死んだネズミをむさぼり食べてしまう...

{He} は気分が悪くなり、弱ってきた！"
EVENT_DEADRAT_REW7_M,,,,,,,,,
EVENT_DEADRAT_REW7_F,,,,,,,,,
EVENT_DEADRAT_REW7_N,"{catname} rashly devours the dead rat without hesitation...

They start to get sick and feel weak!
",,"¡{catname} devora la rata muerta de forma apresurada y sin vacilar!

Empieza a encontrarse mal y se siente débil...
",,"{catname} verschlingt die tote Ratte ohne zu zögern&nbsp;…

Es dauert nicht lang, bis {catname} Bauchschmerzen bekommt und sich ganz schwach fühlt!
",,"{catname} devora o rato morto sem hesitar...

Logo chega a sensação de estar ficando doente e a fraqueza!","{catname} 鲁莽地无视犹豫，吞下了死老鼠…

他们开始生病，感到虚弱！",{catname} はためらうことなく死んだネズミをむさぼり食べる... 体調が悪くなり、弱ってきた！
EVENT_DEADRAT_REW8,"{catname} gnaws the rat's head off. Its brain is delicious!
",,"{catname} roe la cabeza de la rata. ¡Su cerebro está delicioso!
",{catname} arrache la tête du rat avec ses dents. Sa cervelle est un délice&nbsp;!,"{catname} nagt den Kopf der Ratte ab. Das Gehirn ist besonders lecker!
",{catname} sgranocchia la testa del ratto. Il suo cervello è delizioso!,{catname} arranca a cabeça do rato. O cérebro dele é delicioso!,{catname} 啃掉了老鼠的头部。它的大脑很美味！,{catname}はネズミの頭をかじり取ります。その脳はとても美味しい！
EVENT_DEADRAT_REW8_M,,,,,,,,,
EVENT_DEADRAT_REW8_F,,,,,,,,,
EVENT_DEADRAT_REW8_N,,,,,,,,,
EVENT_DEADRAT_REW9,"{catname} pulls apart the rat's body and finds money in its stomach!
",,"{catname} desmiembra a la rata ¡y encuentra dinero en su estómago!
",{catname} dissèque le cadavre du rat et trouve de l'argent dans son estomac&nbsp;!,"{catname} wühlt in der Rattenleiche herum und findet Geld im Magen!
",{catname} smembra il corpo del ratto e trova del denaro nel suo stomaco!,{catname} despedaça o corpo do rato e encontra dinheiro em seu estômago!,{catname} 拆开了老鼠的身体，发现它胃里有钱！,{catname}はネズミの体を引き裂き、その胃の中からお金を見つけました！
EVENT_DEADRAT_REW9_M,,,,,,,,,
EVENT_DEADRAT_REW9_F,,,,,,,,,
EVENT_DEADRAT_REW9_N,,,,,,,,,
EVENT_DEADRAT_REW10,"No need to get messy digging around inside, {catname} thinks...

The rat is already a great snack!
",,"{catname} considera que no hace falta ensuciarse hurgando en el interior.

¡La rata ya es un buen piscolabis!
","{catname} se dit qu'il est inutile de se salir en fouillant le cadavre...

Le rat constitue déjà un excellent casse-croûte&nbsp;!","Es ist nicht weiter nötig, in den Innereien herumzustochern, findet {catname}&nbsp;…

Die Ratte war bereits ein ausgezeichneter Snack!
","{catname} riflette e decide che non c'è bisogno di scavare ulteriormente all'interno...

Il ratto è già un ottimo spuntino!","Não é preciso se sujar mexendo lá dentro, pensa {catname}...

O rato já é um ótimo petisco!","{catname} 想…没必要弄得一团乱了

老鼠已经是个很棒的点心了！","{catname}は考えます...中を掘り返して汚れる必要はありません。

このネズミはすでに素晴らしいおやつです！"
EVENT_DEADRAT_REW10_M,,,,,,,,,
EVENT_DEADRAT_REW10_F,,,,,,,,,
EVENT_DEADRAT_REW10_N,,,,,,,,,
EVENT_DEADRAT_REW11,{catname} discovers an object lodged in the rat's throat and pulls it out...,,{catname} descubre un objeto atascado en la garganta de la rata y lo saca.,{catname} découvre un objet logé dans la gorge du rat et l'en extirpe...,"{catname} entdeckt einen Gegenstand, der im Hals der Ratte feststeckt und zieht ihn hinaus&nbsp;…",{catname} scopre un oggetto incastrato nella gola del ratto e lo estrae...,{catname} descobre um objeto preso na garganta do rato e o retira...,{catname} 发现老鼠喉咙里卡着一件物品，并将其取出…,{catname}はネズミの喉に詰まった物体を発見し、それを引き抜きます…
EVENT_DEADRAT_REW11_M,,,,,,,,,
EVENT_DEADRAT_REW11_F,,,,,,,,,
EVENT_DEADRAT_REW11_N,,,,,,,,,
EVENT_DEADRAT_REW12,"{catname} tosses the rat's body around, looking for anything useful.

{He} gets a strange feeling like {he} is being watched and sees several sets of eyes peering at {him} from the darkness…

It's an ambush!",,"{catname} zarandea a la rata en busca de algo útil.

Le da la sensación de que hay alguien observando la escena y advierte varios pares de ojos en la oscuridad...

¡Es un ataque por sorpresa!","{catname} retourne le cadavre du rat dans tous les sens, à la recherche de quelque chose d'utile.

{He} a l'étrange impression de se faire épier et remarque de nombreuses paires d'yeux qui l'observent dans les ténèbres...

C'est une embuscade&nbsp;!","{catname} schleudert die Rattenleiche durch die Gegend und sucht nach etwas Nützlichem.

Plötzlich überkommt {him} das komische Gefühl, dass unzählige Augen {him} aus der Dunkelheit heraus beobachten&nbsp;…

Ein Überfall!",,"{catname} sacode o corpo do rato para todos os lados, procurando algo útil.

Ao sentir a estranha sensação de que alguém está observando, vários pares de olhos surgem brilhando na escuridão…

É uma emboscada!","{catname} 把老鼠的尸体扔来扔去，寻找有用的东西。

{He} 有种被人盯着看的怪异感觉，看到几双眼睛在黑暗中盯着{him}…

这是埋伏！","{catname}はネズミの死体をひっくり返し、何か役立つものを探しています。

{He}は誰かに見られているような奇妙な感覚を覚え、暗闇からいくつもの目が{him}を見つめているのに気づきます…

それは待ち伏せです！"
EVENT_DEADRAT_REW12_M,,,,,,"{catname} sbatacchia il corpo del ratto, in cerca di qualcosa di utile.

Una strana sensazione lo assale, come se qualcuno lo stesse osservando. Poi vede diversi gruppi di occhi che lo scrutano dall'oscurità...

È un'imboscata!",,,
EVENT_DEADRAT_REW12_F,,,,,,"{catname} sbatacchia il corpo del ratto, in cerca di qualcosa di utile.

Una strana sensazione la assale, come se qualcuno la stesse osservando. Poi vede diversi gruppi di occhi che la scrutano dall'oscurità...

È un'imboscata!",,,
EVENT_DEADRAT_REW12_N,"{catname} tosses the rat's body around, looking for anything useful.

They get a strange feeling like they are being watched and see several sets of eyes watching them from the darkness…

It's an ambush!",,"{catname} zarandea a la rata en busca de algo útil.

Le da la sensación de que hay alguien observando la escena y advierte varios pares de ojos en la oscuridad...

¡Es un ataque por sorpresa!",,"{catname} schleudert die Rattenleiche durch die Gegend und sucht nach etwas Nützlichem.

Plötzlich überkommt {catname} das komische Gefühl, dass unzählige Augen aus der Dunkelheit aufblitzen&nbsp;…

Ein Überfall!","{catname} sbatacchia il corpo del ratto, in cerca di qualcosa di utile.

Avverte una strana sensazione, come se qualcuno stesse osservando, e vede diversi gruppi di occhi che emergono dall'oscurità...

È un'imboscata!",,"{catname} 把老鼠的尸体扔来扔去，寻找有用的东西。

他们有种被人盯着看的怪异感觉，看到几双眼睛在黑暗中盯着他们…

这是埋伏！","{catname}はネズミの死体をひっくり返し、何か役立つものを探しています。

ふと、誰かに見られているような奇妙な感覚を覚え、暗闇からいくつもの目がこちらを見ているのに気づきます…

それは待ち伏せです！"
EVENT_DEADRAT_REW13,"{catname} pokes at the body... It wasn't dead! 

The rat jumps up and bites {him}!
",,"{catname} le da un toque al cadáver... ¡No estaba muerto!

¡La rata salta y le da un mordisco!
","{catname} tapote le corps... Il n'est pas mort&nbsp;!

Le rat s'élance et mord&nbsp;!","{catname} piekst die Ratte&nbsp;… Sie war gar nicht tot! 

Die Ratte springt auf und beißt {him}!
",,"{catname} cutuca o corpo... Ele não estava morto!

O rato pula e ataca!","{catname} 戳了戳尸体…它没死！

老鼠跳起来咬了 {him} 一口！","{catname}が体をつつくと...死んでいなかった！  

そのネズミが飛び起きて{him}を噛んだ！"
EVENT_DEADRAT_REW13_M,,,,,,"{catname} punzecchia il corpo... non era morto!

Il ratto si rialza e lo morde!",,,
EVENT_DEADRAT_REW13_F,,,,,,"{catname} punzecchia il corpo... non era morto!

Il ratto si rialza e la morde!",,,
EVENT_DEADRAT_REW13_N,,,,,,"{catname} punzecchia il corpo... non era morto!

Il ratto si rialza e morde {catname}!",,,
EVENT_DEADCAT_NAME,Dead Cat,udpated ✔️,Gato muerto,Chat mort,Tote Katze,Gatto Morto,Gato Morto,死猫,デッドキャット
EVENT_DEADCAT_QUES,"{catname} finds a deceased cat, its body sprawled out in contortions from the pain it experienced in its final moments of life...",,{catname} encuentra un gato muerto con el cuerpo retorcido por el dolor que experimentó en los últimos instantes de vida.,{catname} trouve un chat décédé. Le corps est figé dans des contorsions causées par la douleur ressentie durant les derniers instants de sa vie...,{catname} findet eine verstorbene Katze. Ihre Gliedmaßen sind in unmöglichen Winkeln ausgestreckt. Sie muss in ihren letzten Momenten unendliche Schmerzen erlitten haben&nbsp;…,"{catname} trova un gatto deceduto, il cui corpo giace contorto a causa del dolore provato negli ultimi istanti di vita...","{catname} encontra um gato morto, com o corpo contorcido devido à dor que sentiu em seus últimos momentos de vida...",{catname} 发现了一只死去的猫，它的身体扭曲着，显露出生命最后时刻所经历的痛苦……,{catname}は亡くなった猫を見つけました。その体は、最期の瞬間に経験した痛みのためにねじれた状態で横たわっています...
EVENT_DEADCAT_QUES_M,,,,,,,,,
EVENT_DEADCAT_QUES_F,,,,,,,,,
EVENT_DEADCAT_QUES_N,,,,,,,,,
EVENT_DEADCAT_REW1,"The corpse is fresh. {catname} devours it, not complaining about a good meal.
",,"El cadáver está fresco. {catname} lo devora, pues nunca hay que hacerle ascos a una buena comida.
","Le corps est frais. {catname} le dévore, n'y voyant qu'un bon repas.","Die Leiche ist noch frisch. {catname} verschlingt sie. Schließlich soll man sich nicht über eine kostenlose Mahlzeit beschweren.
","Il cadavere è fresco. {catname} lo divora, non lamentandosi di un buon pasto.","O cadáver está fresco. {catname} o devora, sem reclamar de uma boa refeição.",尸体很新鲜。{catname} 狼吞虎咽，不抱怨这顿美餐。,死体は新鮮です。{catname}はそれを貪り、良い食事に文句を言いません。
EVENT_DEADCAT_REW1_M,,,,,,,,,
EVENT_DEADCAT_REW1_F,,,,,,,,,
EVENT_DEADCAT_REW1_N,,,,,,,,,
EVENT_DEADCAT_REW2,"{catname} ravenously consumes the dead cat while the rest of the party looks on awkwardly...

{catname} appears to relish this opportunity far too much!
",,"Con un apetito voraz, {catname} ingiere al gato muerto mientras el resto del grupo observa la escena con incomodidad.

¡{catname} parece estar deleitándose demasiado con esta oportunidad!
","{catname} mange voracement le cadavre du chat pendant que le reste du groupe regarde avec un certain malaise...

{catname} semble beaucoup trop apprécier cette opportunité&nbsp;!","{catname} genießt den Geschmack der toten Katze, während der Rest der Gruppe betreten zusieht&nbsp;…

{catname} scheint etwas zu viel Spaß dabei zu haben!
","{catname} consuma voracemente il gatto morto, mentre il resto del gruppo osserva a disagio...

Sembra che {catname} abbia assaporato un po' troppo quest'opportunità!","{catname} devora vorazmente o gato morto enquanto o resto do grupo observa sem jeito...

{catname} parece estar realmente aproveitando essa oportunidade!","{catname} 贪婪地吞食着死去的猫，其余队伍尴尬地看着……

{catname} 似乎对这个机会乐此不疲！","{catname}は死んだ猫を貪るように食べ、他の仲間たちは気まずそうに見守っている...

{catname}はこの機会をあまりにも楽しんでいるようだ！"
EVENT_DEADCAT_REW2_M,,,,,,,,,
EVENT_DEADCAT_REW2_F,,,,,,,,,
EVENT_DEADCAT_REW2_N,,,,,,,,,
EVENT_DEADCAT_REW3,"A gang of cats walks in on {catname}, {his} mouth still full of fur and whiskers.

They beat up the party for desecrating the dead!
",,"Una panda de gatos se topa con {catname}, que todavía tiene la boca llena de pelos y bigotes.

¡Le dan una paliza al grupo por profanar a los muertos!
","Un gang de chats fait son apparition devant {catname}, la gueule encore pleine de poils et de moustaches.

Ils passent le groupe à tabac pour avoir profané les morts&nbsp;!","Eine feindliche Katzengang bemerkt {catname}. {His} Mund ist noch voller Fell und Schnurrhaare.

Die Gang schlägt euch dafür zusammen, die Toten entweiht zu haben!
","Una banda di gatti si avvicina a {catname}, mentre ha ancora la bocca piena di pelo e baffi.

Pestano il gruppo per aver profanato i morti!","Um bando de gatos entra no local e encontra {catname} ainda com a boca cheia de pelos e bigodes.

Eles espancam o grupo por profanar os mortos!","一群猫闯入，看见 {catname}，{his} 嘴里还含着毛发和胡须。

他们因为亵渎尸体而揍了队伍！","猫のギャングが{catname}のところにやって来ます。{his}の口にはまだ毛皮とヒゲがいっぱいです。

彼らは死者を冒涜したとしてパーティーを襲います！"
EVENT_DEADCAT_REW3_M,,,,,,,,,
EVENT_DEADCAT_REW3_F,,,,,,,,,
EVENT_DEADCAT_REW3_N,,,,,,,,,
EVENT_DEADCAT_REW4,"Assuming {catname} will stay clear of the corpse, the cats look back in horror as {catname} begins cannibalizing the corpse!

They will never look at {catname} the same again... What a monster!
",,"Los gatos, dando por sentado que {catname} no se acercará al cadáver, ven estupefactos cómo se lo zampa.

No volverán a ver a {catname} de la misma forma... ¡Menudo monstruo!
","Les autres chats pensaient qu'{he} se tiendrait loin du cadavre. Mais un sentiment d'horreur les gagne quand ils découvrent {catname} en plein acte de cannibalisme&nbsp;!

Ils ne verront plus jamais {catname} de la même façon... Quel monstre&nbsp;!","Die Katzen dachten, {catname} würde die Leiche in Ruhe lassen, doch als sie sich umsehen, überkommt sie der blanke Horror, als {catname} sich an der Leiche zu schaffen macht!

Sie werden {catname} nie wieder im selben Licht sehen können&nbsp;… Was für ein Monster!
","I gatti davano per scontato che {catname} non avrebbe toccato il cadavere, quindi osservano con orrore mentre {catname} inizia a mangiarlo!

Non riusciranno più a guardare {catname} allo stesso modo... che mostro!","Supondo que {catname} vai se manter longe do cadáver, os gatos olham para trás horrorizados quando {catname} começa a canibalizar o corpo!

Eles nunca mais verão {catname} da mesma forma... Que monstruosidade!","假设 {catname} 会远离尸体，猫群惊恐地回头，看到 {catname} 开始吃尸体！

他们再也不会以同样的眼光看待 {catname}……真是个怪物！","{catname}が死体から離れていると思っていたのに、{catname}がその死体を食べ始めるのを見て、猫たちは恐怖におののきます！

もう二度と{catname}を同じ目で見ることはないでしょう... なんて怪物なんだ！"
EVENT_DEADCAT_REW4_M,,,,,,,,,
EVENT_DEADCAT_REW4_F,,,,,,,,,
EVENT_DEADCAT_REW4_N,,,,,,,,,
EVENT_DEADCAT_REW5,"{catname} digs through the dead cat's pockets and finds some catnip!
",,"{catname} hurga en los bolsillos del gato muerto ¡y encuentra hierba gatera!
",{catname} fait les poches du chat mort et trouve de l'herbe à chat&nbsp;!,"{catname} durchwühlt die Taschen der toten Katze und findet etwas Katzenminze!
",{catname} scava nelle tasche del gatto morto e trova dell'Erba Gatta!,{catname} vasculha os bolsos do gato morto e encontra um pouco de erva-de-gato!,{catname} 翻找死猫的口袋，发现了一些猫薄荷！,{catname}は死んだ猫のポケットを探り、キャットニップを見つけました！
EVENT_DEADCAT_REW5_M,,,,,,,,,
EVENT_DEADCAT_REW5_F,,,,,,,,,
EVENT_DEADCAT_REW5_N,,,,,,,,,
EVENT_DEADCAT_REW6,"After closer examination, {catname} discovers it was just sleeping!

Who sleeps in a position like that?
",,"Tras echar un vistazo de cerca, {catname} descubre que solo estaba dormido.

¿Quién duerme en una postura como esa?
","Après l'avoir examiné, {catname} réalise qu'il dormait simplement&nbsp;!

Mais qui dort dans une telle position&nbsp;?","Nach genauerem Hinsehen stellt {catname} fest, dass sie nur geschlafen hat!

Wer schläft bitte schön so?
","Dopo un'analisi accurata, {catname} scopre che stava solo dormendo!

Chi è che dorme in una posizione simile?","Após uma inspeção mais detalhada, {catname} descobre que ele estava apenas dormindo!

Quem dorme numa posição dessas?","仔细检查后，{catname} 发现那只猫只是睡着了！

谁会以那样的姿势睡觉？","よく見ると、{catname}はただ寝ていただけだと発見しました！

そんな姿勢で寝るなんて、誰がするんだろう？"
EVENT_DEADCAT_REW6_M,,,,,,,,,
EVENT_DEADCAT_REW6_F,,,,,,,,,
EVENT_DEADCAT_REW6_N,,,,,,,,,
